dataset,n_ensemble,method_weights,compl_measure,exp_loss_avg_train_mean,misc_rate_train_mean,misc_rate_test_mean,exp_loss_avg_train_std,misc_rate_train_std,misc_rate_test_std,conf_matrix_test_total
contraceptive_LS,1,classic,none,1.2231335155887735,0.3638755980861244,0.4029831932773109,0.014346050044523984,0.006103657025756993,0.06502686643324869,"[[185, 148], [192, 319]]"
contraceptive_LS,2,classic,none,1.2178760365645775,0.36163875598086126,0.3934593837535014,0.021582314741854406,0.009182391431605316,0.050777473549112745,"[[172, 161], [171, 340]]"
contraceptive_LS,3,classic,none,1.169597930528628,0.3410983981693364,0.35308123249299717,0.018159947660522115,0.0077263143361077985,0.04625765818819799,"[[130, 203], [95, 416]]"
contraceptive_LS,4,classic,none,1.1637211096368991,0.3385980514527425,0.35547619047619045,0.018464436874134224,0.007855862031965703,0.04559073682349614,"[[147, 186], [114, 397]]"
contraceptive_LS,5,classic,none,1.1677460168523535,0.3403104847097982,0.36254901960784314,0.022955278037939758,0.00976653111062845,0.04991840626037393,"[[133, 200], [106, 405]]"
contraceptive_LS,6,classic,none,1.162484055748853,0.33807173566326887,0.35904761904761906,0.02009269131432793,0.00854861764223921,0.048101726113356315,"[[147, 186], [117, 394]]"
contraceptive_LS,7,classic,none,1.1655811725482728,0.33938943207821926,0.36254901960784314,0.024151028908036602,0.010275274156740143,0.04991840626037393,"[[133, 200], [106, 405]]"
contraceptive_LS,8,classic,none,1.162484055748853,0.33807173566326887,0.35904761904761906,0.02009269131432793,0.00854861764223921,0.048101726113356315,"[[147, 186], [117, 394]]"
contraceptive_LS,9,classic,none,1.1658904360202844,0.3395210110255877,0.36254901960784314,0.023908412975323645,0.010172051009067531,0.04991840626037393,"[[133, 200], [106, 405]]"
contraceptive_LS,10,classic,none,1.1615558578710634,0.33767682546286665,0.3578711484593838,0.020067041334118,0.008537704625664366,0.04997367753416985,"[[148, 185], [117, 394]]"
contraceptive_LS,11,classic,none,1.1665081480407973,0.33978382220373066,0.36137254901960786,0.02107406153735188,0.008966150498881876,0.051813064599320224,"[[133, 200], [105, 406]]"
contraceptive_LS,12,classic,none,1.1612453720137872,0.3375447264406074,0.3578711484593838,0.017162926187796915,0.007302122513414926,0.04997367753416985,"[[147, 186], [116, 395]]"
contraceptive_LS,13,classic,none,1.1643424888132068,0.33886242285555784,0.36018207282913167,0.020043900738886834,0.008527859249674166,0.052358855401326045,"[[134, 199], [105, 406]]"
contraceptive_LS,14,classic,none,1.1634122536266425,0.33846664586367103,0.35429971988795517,0.0153226467687408,0.006519158954064605,0.05036087091355429,"[[144, 189], [110, 401]]"
contraceptive_LS,15,classic,none,1.162178459432636,0.3379417169405728,0.36376750700280114,0.01482508395426074,0.006307466344675144,0.05074965182890786,"[[136, 197], [110, 401]]"
contraceptive_LS,16,classic,none,1.1652706866909965,0.33925733305596006,0.3542577030812325,0.0183074305992463,0.007789062289190962,0.048092889722665316,"[[135, 198], [101, 410]]"
contraceptive_LS,17,classic,none,1.1593922359522475,0.3367562929061785,0.3542436974789916,0.01674772073677729,0.007125469590806727,0.05265378175401157,"[[138, 195], [104, 407]]"
contraceptive_LS,18,classic,none,1.1593934583375125,0.3367568129810693,0.34948179271708685,0.015832801136284803,0.006736208753836446,0.051569872970063185,"[[139, 194], [101, 410]]"
contraceptive_LS,19,classic,none,1.1603200263682822,0.33715102974828376,0.3554201680672269,0.018105743285717055,0.007703252593531993,0.055697550570731044,"[[140, 193], [107, 404]]"
contraceptive_LS,20,classic,none,1.1593938657992675,0.3367569863393662,0.3506582633053221,0.015025833275107016,0.0063928769628450784,0.052965709408340514,"[[139, 194], [102, 409]]"
contraceptive_LS,21,classic,none,1.1550588801882917,0.33491262741834826,0.35894957983193276,0.01650634157500054,0.007022772638539162,0.05795617752180472,"[[138, 195], [108, 403]]"
contraceptive_LS,22,classic,none,1.1600119852815356,0.3370199708758061,0.35778711484593834,0.015693221994458967,0.006676823542784586,0.048328379779716796,"[[144, 189], [113, 398]]"
contraceptive_LS,23,classic,none,1.1559866706043262,0.3353073642604535,0.3589355742296919,0.018012400324252106,0.007663538984504996,0.05448812507354924,"[[139, 194], [109, 402]]"
contraceptive_LS,24,classic,none,1.1535150075987637,0.3342557728312877,0.3506442577030812,0.024442357489975745,0.010399222542563263,0.044785293908358934,"[[146, 187], [109, 402]]"
contraceptive_LS,25,classic,none,1.155370995892588,0.33504541987379516,0.3530252100840336,0.018292047041976206,0.0077825172153119905,0.04942904902105735,"[[140, 193], [105, 406]]"
contraceptive_LS,26,classic,none,1.1501114795596172,0.33280771097704737,0.36015406162464986,0.012838356116835467,0.005462194978303726,0.04904553358252915,"[[141, 192], [112, 399]]"
contraceptive_LS,27,classic,none,1.1547520614868099,0.3347820886207614,0.35420168067226887,0.01578003561432472,0.006713759184245521,0.052911279530279076,"[[144, 189], [110, 401]]"
contraceptive_LS,28,classic,none,1.1528952582694758,0.33399209486166004,0.35896358543417367,0.013670744476632683,0.005816342150847158,0.04990582138032483,"[[140, 193], [110, 401]]"
contraceptive_LS,29,classic,none,1.1528964806547406,0.33399261493655086,0.35658263305322124,0.013827926248331226,0.005883216560330694,0.05056593550080284,"[[144, 189], [112, 399]]"
