dataset,n_ensemble,method_weights,compl_measure,exp_loss_avg_train_mean,misc_rate_train_mean,misc_rate_test_mean,exp_loss_avg_train_std,misc_rate_train_std,misc_rate_test_std,conf_matrix_test_total
breast-w,1,classic,none,0.5401147596229366,0.0732790773967244,0.088695652173913,0.0085183869233702,0.0036242249282262,0.0267566605115508,"[[424, 34], [28, 213]]"
breast-w,2,classic,none,0.5401147596229366,0.0732790773967244,0.088695652173913,0.0085183869233702,0.0036242249282262,0.0267566605115508,"[[424, 34], [28, 213]]"
breast-w,3,classic,none,0.4919186693855154,0.0527736139500845,0.0571842650103519,0.0097693422389707,0.0041564552060571,0.0242272003368235,"[[438, 20], [20, 221]]"
breast-w,4,classic,none,0.4863147625151762,0.0503893809776162,0.0557763975155279,0.0166214133385408,0.0070717309633616,0.0255654601768057,"[[437, 21], [18, 223]]"
breast-w,5,classic,none,0.4844463981373642,0.0495944684179978,0.0514699792960662,0.017237670658552,0.0073339232259905,0.023477688796231,"[[439, 19], [17, 224]]"
breast-w,6,classic,none,0.4837002386493363,0.0492770081005375,0.0543271221532091,0.0137633233147412,0.0058557306566661,0.0258621885446111,"[[439, 19], [19, 222]]"
breast-w,7,classic,none,0.4784700046545596,0.0470517576399929,0.0528985507246376,0.0150783680627775,0.0064152283644411,0.0251986238596959,"[[438, 20], [17, 224]]"
breast-w,8,classic,none,0.4795910232812468,0.047528705175764,0.0543271221532091,0.0164807515419275,0.0070118851270171,0.026724600469229,"[[439, 19], [19, 222]]"
breast-w,9,classic,none,0.4732385843966857,0.0448260024730613,0.0543271221532091,0.0160297270300937,0.0068199926603172,0.023082425664308,"[[438, 20], [18, 223]]"
breast-w,10,classic,none,0.4762273742696365,0.0460976102152572,0.0543271221532091,0.0152552282370824,0.0064904751286809,0.0249700084580304,"[[438, 20], [18, 223]]"
breast-w,11,classic,none,0.4680083504019088,0.0426007520125167,0.0500414078674948,0.0121829560811274,0.0051833490924874,0.0215150633420079,"[[440, 18], [17, 224]]"
breast-w,12,classic,none,0.4732385843966857,0.0448260024730613,0.0500414078674948,0.0145054590648585,0.0061714790383607,0.0253831409857453,"[[440, 18], [17, 224]]"
breast-w,13,classic,none,0.46090975202932,0.0395805889923537,0.0486128364389234,0.0132388922774066,0.0056326067183264,0.0224969621145828,"[[440, 18], [16, 225]]"
breast-w,14,classic,none,0.4680077572703604,0.0426004996593231,0.0500414078674948,0.0155365110368767,0.0066101494454343,0.0215150633420079,"[[440, 18], [17, 224]]"
breast-w,15,classic,none,0.462779302670229,0.0403760062583592,0.0486128364389234,0.0151857435291845,0.006460912229888,0.0234832872125662,"[[441, 17], [17, 224]]"
breast-w,16,classic,none,0.4627769301440351,0.040374996845585,0.0471842650103519,0.0123527012263428,0.0052555687031096,0.0202172967777182,"[[440, 18], [15, 226]]"
